timestamp,cpu,percent,active,available,free,inactive,total,used,wired
06-02-2020 (23:39:55.256730),0.06,81.8,1639510016,1561423872,19681280,1541742592,8589934592,7387430912,4206178304
06-02-2020 (23:39:55.256730),0.06,81.8,1639510016,1561423872,19681280,1541742592,8589934592,7387430912,4206178304
06-02-2020 (23:39:55.256730),0.06,81.8,1639510016,1561423872,19681280,1541742592,8589934592,7387430912,4206178304
06-02-2020 (23:39:55.256730),0.06,81.8,1639510016,1561423872,19681280,1541742592,8589934592,7387430912,4206178304
06-02-2020 (23:39:55.256730),0.06,81.8,1639510016,1561423872,19681280,1541742592,8589934592,7387430912,4206178304
06-02-2020 (23:39:55.256730),0.06,81.8,1639510016,1561423872,19681280,1541742592,8589934592,7387430912,4206178304
06-02-2020 (23:39:55.256730),0.06,81.8,1639510016,1561423872,19681280,1541742592,8589934592,7387430912,4206178304
06-02-2020 (23:39:55.256730),0.06,81.8,1639510016,1561423872,19681280,1541742592,8589934592,7387430912,4206178304
06-02-2020 (23:39:55.256730),0.06,81.8,1639510016,1561423872,19681280,1541742592,8589934592,7387430912,4206178304
